Input,Output,Label
"Now I have a place to go for a delicious beef brisket sandwich! The beef brisket is very tender, can be a bit fatty, but just delicious.

I also tried the wings and ribs. My recommendation would be the wings and beef brisket, the ribs isn't the fall off the bone type which I prefer. The wings however is juicy, and the flavor we got (it's garlic something) was really good.

Don't let the exterior of the building fools you, the restaurant is renovated and spacious enough to fit quite a number of tables.","Delicious beef brisket sandwich! Tender and flavorful, though a bit fatty. Wings are juicy with great garlic flavor. Ribs weren't my favorite. Don't be fooled by the exterior; the interior is spacious and nicely renovated.",1
"I ordered the focaccia and burrata as appetizers before our dinner, and it was a fantastic start to the meal. The focaccia was crispy on the outside and soft inside, with a perfect hint of rosemary. The burrata was creamy and paired wonderfully with the fresh tomatoes and basil. Even though the focaccia and burrata are listed separately on the menu, the focaccia was definitely worth adding.

For dinner, my party chose the famous Mafalde Ai Funghi and Casarecce Al Ragu. The mafalde is ideal for mushroom lovers and those who enjoy creamy pasta. The ragu in particular was my favorite; its rich flavor was unlike anything I've tasted before.

The service was excellent! My water glass was always full, and our waitress ensured we were well taken care of. Since there weren't many people in the restaurant on a Thursday evening, it provided a nice, quiet atmosphere where we could enjoy our conversation.",Fantastic start with crispy focaccia and creamy burrata. Loved the Mafalde Ai Funghi for its creamy taste and the rich ragu in Casarecce Al Ragu. Excellent service and always full water glass. Nice quiet atmosphere on a Thursday.,1
"While I'm sure this restaurant has a bunch of other yummy food, the only reason I come here is for their Mafalde Ai Funghi!!! It's bomb and so delicious. I absolutely love pasta and this is my favourite pasta of all time. I never found any other pasta that came close to this. The truffle and mushroom taste blends together so perfectly. I love how it's not an Alfredo base. 

The service is always great. The waiter we had was very kind and accommodating when we asked to get another table with a better look out view. Super nice and attentive. The restaurant is slightly more classy than your average Italian restaurant. Cute for pictures and the lighting is dim which makes it more intimate.","Best Mafalde Ai Funghi ever! Love the truffle and mushroom blend. Great service, attentive staff, and classy vibe. Perfect for photos and intimate dining.",1
"I've been to this location a few times and after every meal, I leave feeling.. meh? The location is really nice and there is a lot of seating on the patio and two floors inside. I find the food to be ok. There is something about the pasta here.. not sure if it's the sauce or the pasta itself, but I always get quite bloated after every visit. Not something that normally happens after I eat pasta or at other Italian restaurants. The starters are very good - we had the calamari and arancini. The pizza toppings were fresh but it was quite oily. I do like how gusto has wine on tap and you can choose how many ounces you'd like. Service was okay - started off strong to check in on us but we got there a little early for dinner and felt like we were kind of forgotten once it started getting busy. 

I'd come here for drinks and light snacks because the vibe is fun, but haven't been extremely wow'd otherwise.","Nice location with a fun vibe. Good starters like calamari and arancini. Fresh pizza toppings but too oily. Pasta leaves me feeling bloated. Service started strong but faded. Great for drinks and light snacks, but not wow'd by the food.",1
"This place had one of the best happy hour deals downtown. However, recently they changed the happy hour deal from everything on the menu being 50% off to now having a happy hour set menu and the prices are higher. Overall, the food here is really good and in the summer they have a really nice patio set up. The mushroom pasta seems like one of the top choices and lives up to the hype. Service is always very quick and friendly so if you're looking for a place for a nice Italian meal, I would recommend gusto.","Best happy hour deals downtown, but recently changed to a higher-priced set menu. Food is really good, especially the mushroom pasta. Nice summer patio. Quick and friendly service. Recommended for a nice Italian meal.",1
"Gusto 101 remains one of my favourite recommendations for Italian food in Toronto. I've been going here for years, way before the pandemic. Their Mafalde al Funghi is hands down their best dish. Cooked to perfection and full of umami from the mushroom. I honestly almost always get that dish when I go, though this time around I tried their Cavatelli alla Calabrese which was tasty as well. 

This location has great vibes for catching up with friends. They have a really spacious roof top that is covered so you're protected from the elements. They also have a nice outdoor patio area. And if you can't get a seat at either of those, their indoor dining/bar area gives a nice cozy moody vibe. I also appreciate that the music is never too loud so you can have a good conversation with a friend. It can get very busy so I recommend getting reservations but on week nights I haven't had any trouble getting a seat walking in. 

The servers have always been wonderful. Honestly I only have good things to say. Gusto 101 remains one of my classic Toronto recommendations.","One of my favorite Italian spots in Toronto. Amazing Mafalde al Funghi with rich umami. Tried Cavatelli alla Calabrese this time, also tasty. Great vibes for catching up with friends. Spacious covered rooftop and cozy indoor area. Music is just right for conversation. Friendly servers. Highly recommend!",1
"Ok, so I've been to Lee a few times before they moved and it was always a good experience, but WOW we came in for dinner this past Sunday and it was incredible.

From the moment we sat down, each staff that interacted with us was so courteous, informative, well spoken. The food is as amazing as it's always been- we went with the staples and they didn't disappoint!, The drinks are always a hit (get the lychee martini)!

I really can't speak to how amazing the service is- super attentive, I asked for the leftover bites of skewers to bring home for my dog and they welcomed it without issues and even asked whether or not my dog had any allergies!! Just that alone speaks to the level of service they provide!

We had an amazing time and will definitely be back! The new space is also super airy and beautiful!! Definitely an upgrade from the last!","Wow, incredible experience! Courteous and attentive staff. Amazing food, especially the staples. Lychee martini is a must! They even accommodated my dog’s leftovers. Beautiful new space. Will definitely return!",1
"We came here for an anniversary dinner, and it was a fabulous experience! We had heard about the famous slaw, but I didn't know what else to expect. 

The server recommended 2-3 dishes for us. We ordered the coleslaw, tuna tartare, and pork rib. The coleslaw lived up to its hype - it boasts 24 unique ingredients, and it was refreshing, crunchy, and flavourful. It is listed as a starter on the menu, but the portion was quite large for two people. I also really enjoyed the tartare - the sequencing of the meal worked out as this was a much richer plate. 

Service was great throughout the meal, and Lee's quality really reflects the dedication and passion of Chef Susur.",Fabulous anniversary dinner. Great service. Loved the famous coleslaw with 24 ingredients - refreshing and large portion. Tuna tartare was rich and delicious. Chef Susur's passion shines through. Highly recommend!,1
The long and short is was it worth the price for a prix fixed menu? I want to say no. The dining experience was nice being in this beautiful atmosphere but the food overall didn't meet my expectations. The service was good with them wiping down our table three times to pick up food debris that was on it. However our server seemingly was trying so hard to please us. This is a high end restaurant but the server didn't come across as exhibiting a calm demeanor yet I know he meant well. He seemed to be amped up and animated. I'd like people to be professional and natural in waiting on customers. A lower tone of voice would be appreciated. One thing that dismays me is when the food looks better than it tastes. I felt that was true here. Creativity is aesthetically pleasing visually but along with that brings higher expectations. The food was not bad but wasn't exceptional. It was a quiet place to hold a conversation with dinner partner. The entrees I had are on the menu are attached.,"Nice atmosphere but not worth the price. Service was good but server was overly animated. Food looked better than it tasted—creativity didn't meet expectations. Quiet for conversation, but overall, it was just okay.",0
"This restaurant is without a doubt one of the best Asian restaurants I've ever been to in my life. It's crazy to say this because I've been to many places, but the food here is just amazing. Everything just hit the mark. I can tell that there were years of experience in each and every dish. 

Very nice, classy place. Perfect for a business meal or date night.

Chloe was our server and she was a delight. She informed us of the mojito cart and those were perfect. I never knew pineapple and raspberry paired so well together. 

My favorite dishes were the ceviche, slaw, and the cod. 

It wasn't a smart idea to go here on the first night of our trip. Most of the food afterwards couldn't even compare.","Best Asian restaurant ever! Amazing food with years of experience in every dish. Classy vibe, great for business meals or date nights. Chloe was a delightful server. Loved the ceviche, slaw, and cod. Mojito cart was a nice touch. Nothing else could compare afterwards.",1
"I've gotten to eat at Lee a few times and each time found the meal to be delicious. Standouts included the Coleslaw, Sashimi, Salmon tartare, Cheeseburger Lettuce Wraps, Black Miso Cod, and the Molton Lava Cake. Highly recommend trying Chef Lee's take on the Indian dish ""Pani Puri"" (he makes it with an avocado crema). 

The interior is warm, modern and upscale. I had the opportunity to dine here for a wedding dinner, and the large private dining room in the back was beautiful (I really liked the Japanese artwork on display). 

Service has been consistently great each time I've gone. I really appreciate that the staff takes the time to explain each dish and mix / pour out portions. 

Highly recommend trying Lee!","Delicious meals every time. Standouts: Coleslaw, Sashimi, Salmon tartare, Cheeseburger Lettuce Wraps, Black Miso Cod, and Molton Lava Cake. Must try the Pani Puri with avocado crema. Warm, modern, upscale vibe. Beautiful private dining room with Japanese artwork. Consistently great service. Highly recommend!",1
"I did a short reunion with a friend here, as many Yelp Elites in Vancouver know him as Johnson C and his spouse Crystal. Well known for their reviews in Vancouver before moving to the East side of Canada. Came here for a good lunch with my friends and they showed me SUCH a fantastic and amazing place for jerk chicken!! 

When I arrived, I love the vibe of the restaurant. The atmosphere was chill and laid back, just how I like it, and the music was just simple and calm. Loved a good lo-fi beat. The staff was friendly when I approached them. They were attentive to the table and they kept pouring my glass of water when it was empty. They were earning that coin, props to that!!
We ordered the following food on the menu:

Curried Chick Peas & Plantain Hash- This was a new flavour to me. I have never had this style of Platain before and on top of that, the curried chick peas were DELICIOUS! I love the hard crunch to them and I am trying to imitate something myself similar at home. There was texture of crunch, smooth softness of the plantains and the savouriness of the spices they used to make it into a hash. Wow. 9/10

Medium Jerk Chicken & Chubby Slaw- I loved the chicken. Jerk chicken is 100% one of my faves, and this is the stand out dish. The first bite into that perfectly spiced chicken, was electrifying. The chicken is heavily spiced and each bite INSIDE the chicken was juicy and delicious. I literally couldn't get enough of it. I ate some slaw on the side as well and it mixes well with the flavour of the chicken. This isn't just good, IT'S FUCKING GOOD. 10/10

Oxtail Stew- This was cute. I love any tails in my opinion as they are usually the most stewed, cooked and deliciously made plates in my eyes. But this was delicious, and not that heavy either. This had a perfect contrast of the different stuff on the menu. It was delicious and I would order it again next time. 8/10

Regardless, we only wanted a small lunch menu for the day and it was perfect amount. I was full and I had a good time at Chubbys. I will be coming back with more Vancouver friends, and maybe some Toronto friends as well!",Great vibe at Chubby's. Chill atmosphere with lo-fi music. Friendly and attentive staff. Loved the Curried Chick Peas & Plantain Hash (9/10) with great texture. The Medium Jerk Chicken was electrifying and juicy (10/10). Oxtail Stew was delicious and not heavy (8/10). Perfect lunch portion. Will definitely come back!,1
"Chubby was recommended by a local friend and it was one of the best meals we had! Unfortunately the only reservation we could get on a Friday night (Labor Day Weekend 2024) was at 9:45pm and it took another 30 mins for the 4 of us to get seated. The hostess didn't seem apologetic, but luckily our waitress was super friendly and completely made up for it. She advised us that weekends are always busy, and it's better to visit Mon-Thurs if possible.

Hubby and I shared:
Salt Fish Fritters - these fried balls were amazing
Medium Jerk half Chicken - juicy, tender, and delicious!
Jerk Pork - just as good, but the chicken is the winner.
The coconut flavored rice and the coleslaw were excellent also.

Our friends also got Curry Goat and Oxtail which they enjoyed as well. Everything was wonderful and our waitress was super friendly. By the time we finished dinner it was almost midnight to convert the calories into belly fat while we slept. Definitely a place I would return to on my next Toronto trip.",Best meal ever! Long wait but friendly service. Amazing Salt Fish Fritters. Juicy Medium Jerk Chicken is a must-try! Jerk Pork is great too. Loved the coconut rice and coleslaw. Friends enjoyed Curry Goat and Oxtail. Will return on my next trip!,1
"First off I think this place is ridiculously overpriced. I got the jerk chicken, usually any other Jamaican place it will come with rice and peas but this place charges an extra 7 dollars for rice and peas and the jerk chicken medium size is 25 dollars, it's a decent size but I still think this place is a ripoff.

The service was pretty quick, the chicken was tender and a good Smokey taste but the rice was dry they should put more coconut milk.

The coleslaw had a good crunch and good acidity, to be very honest there's a lot better Jamaican food out there than this place. The ambiance is very nice, very clean but I wish the food be up to par. If you are charging so much for jerk chicken it has to be the best jerk chicken ever. Don't fall for the hype there are better Jamaican food out there.","Overpriced for jerk chicken. $25 for medium size, $7 extra for rice and peas. Quick service. Chicken was tender with good smoky flavor, but rice was dry. Coleslaw had nice crunch. Nice clean ambiance, but food didn't impress. Better Jamaican food exists.",1
"Chubby's in Toronto serves up delicious and authentic Jamaican flavors in a vibrant, Caribbean-inspired setting. The curry goat is a standout dish, packed with bold spices. The service is excellent, with attentive staff who offered up great recommendations. The laid-back yet lively atmosphere makes it a perfect spot for a flavorful and fun dining experience. Highly recommend for anyone craving quality Jamaican cuisine!","Delicious authentic Jamaican flavors. Standout curry goat with bold spices. Excellent service with great recommendations. Vibrant, laid-back atmosphere. Highly recommend for quality Jamaican cuisine!",1
"Chubby's was definitely a great vibe with good food. The music was just right, the service was friendly and efficient, and the decor was a nice touch. 

I got the curry chicken, which was flavor -packed and delicious. The shrimp curry is more of a coconut curry, although I don't know if it was explained that way on the menu, but it was still very good!

& The honey jerk wings were definitely a highlight!

The meal was on the expensive side for the portions, but I left full! I was just expecting to have some leftovers for the price.

I would definitely return on a future visit to Toronto!","Great vibe at Chubby's. Friendly and efficient service. Flavor-packed curry chicken and tasty shrimp coconut curry. Honey jerk wings were a highlight! Pricey for portions, but left full. Would return in Toronto.",1
"Fantastic food and flavors, at a bit of a premium price point. Decor and ambiance is lovely and modern, feels like a nice place for a work lunch or date night. 

Appetizers were extremely small but flavorful. 

Playing was gorgeous, but space on the table made eating family style a bit inconvenient. 

Service was a bit spotty- had to wave down a waiter for water refills and eventually for our check.","Fantastic food with great flavors. Premium prices. Lovely modern decor, perfect for work lunches or date nights. Small but tasty appetizers. Gorgeous plating, but tight table space for family style. Service was spotty.",1
"This place is AWESOME!!!!

It draws you in right from the street, at night this restaurant looks so intriguing from the sidewalk, you can see in and you just want to be inside eating!

The aesthetic of this restaurant is right up my alley. I loved the lighting in this restaurant, dimly lit but with lamps on each table. 

My boyfriend and I came here for dinner and we got the 12 course option. 

First of all...the food was a work of art. Every single dish that came out and was presented in front of us was lovely. And once that first bite goes into your mouth you appreciate it even more! Our server was amazing, explaining all of the dishes very well, and also how to eat the dishes. 

I can't even tell you what my favorite dishes were because they were all AMAZING. If I had to choose my favorites....the second course was just delicious, I forgot what it was called... and the lamb chop was HEAVENLY...

All in all, this place is top tier! A MUST visit in you're in Toronto!",Awesome place! Intriguing vibe with great lighting. Had a 12-course dinner; every dish was a work of art and tasted amazing. The lamb chop was heavenly! Fantastic service explaining the dishes. A must-visit in Toronto!,1
"Based on the reviews, I had expected to be wowed. 
On first impression, the interior was nicely decorated with lovely furniture, flatware, and details. 

We got the traditional Thai breakfasts. Both were very underwhelming. The jhok was the flavourful, but the egg based breakfast really was meh. Two unseasoned fried eggs with a bit of minced meat and sliced sausages (which are easily bought pre-made
from grocery stores). While the price is comparable to other places, it wasn't worth it. We were also disappointed by the Thai tea...too sweet and too little tea flavour. 

Overall, decent service, nice furniture, interior, underwhelming food that I wouldn't go back for (and that doesn't even make me curious about the other items).","Nice decor and furniture. Decent service. Traditional Thai breakfast was underwhelming—unseasoned eggs and bland sausages. Thai tea too sweet. Overall, not worth a return visit.",1
"Great food and great atmosphere!

When you enter, you are greeted with the cozy, warm, elegant interior. We got there an hour before the reservation and the staff let us in early. They do coat check at the restaurant so you don't need to have your jacket in the way at the table.

We got the set menu and tried both noodle options. The appetizer portions were small, so it was great to taste many different types. For the main courses, everything was tasty in different ways. The beef curry and soup were rich in flavour. The Jeow bong was full of texture. The only thing we didn't like was the chicken curry (goeng breu gai), we didn't the hint of flavour from one of the spices. Lastly, the coconut-mochi like dessert was nice touch.

The meal was yummy and filling. I would recommend visiting for special occasions!",Great food and cozy atmosphere. Welcoming staff let us in early. Enjoyed the set menu with tasty beef curry and rich soup. Loved the textured Jeow bong. Not a fan of the chicken curry. Nice coconut-mochi dessert. Perfect for special occasions!,1
"I've never had Thai breakfast before, and being somewhat of a brunch enthusiast, I immediately made a reservation when I found out that Kiin now does brunch!

When I first stepped into Kiin I fell in love with the light airy aesthetic of the place, everything was so beautiful. We started with the Rama Caesar, which tastes like a regular Caesar but with Tom Yum soup as a base. The Thai iced coffee was also pretty good but I found it quite similar to Vietnamese iced coffee.

We got all three of the brunch items and they were spectacularly presented and tasted equally as good. I especially enjoyed the Thai crullers that came with the Khai Kratha. We ended the meal with some donuts and they were also very good.

While I wouldn't say the brunch was the best food I've ever had, dining at Kiin was definitely an exciting culinary experience. Thai breakfast was something I've never tried before, the aesthetic of the restaurant was pleasing and the service attentive. Overall a great experience.","Exciting Thai brunch at Kiin. Love the light, airy aesthetic. Rama Caesar was unique with Tom Yum base. Thai crullers were a highlight. Good donuts too. Attentive service. Overall, a great experience!",1
"Excellent place for Middle Eastern food! It is a nice large space (there is a lower and upper level) with an elegant yet trendy aesthetic. The food and drinks were awesome. I tried the hummus, pear & arugula salad, sweet jeweled rice, cauliflower, and pide (flatbread) and all were delicious and perfect for sharing. For drinks I tried the Marrakesh garden and that was perfect for the flavor profile that I like. To top it off (quite literally) the drink was topped with nigella seeds, which I had never heard of before but apparently they are good for you and they added a nice crunch.

Came here with a big(ish) group and the server handled us with aplomb, taking and giving us our order in a timely manner, and splitting the bill according to what we ordered per person. Definitely recommend Byblos!","Excellent Middle Eastern food. Elegant and trendy vibe in a spacious setting. Delicious shared dishes: hummus, pear & arugula salad, sweet jeweled rice, cauliflower, and pide. Loved the Marrakesh garden drink with a nice crunch from nigella seeds. Great service for our big group. Highly recommend Byblos!",1
"Great Middle Eastern place in downtown Toronto. They seemed very busy on a Tuesday night but had plenty of room to accommodate many customers (btw, it's a great place if you are looking for something for a large group). I am sure you would need a reservation if you want to come for a dinner on Friday night or the weekend.
They have tons of various options on the menu. Truly something for everything. Everything I've tried was delicious with lots of flavors. Portions were huge! Definitely a great place if you are craving some middle eastern food.","Great Middle Eastern spot in downtown Toronto. Busy on a Tuesday but lots of space for groups. Huge menu with delicious, flavorful options. Generous portions. Perfect for cravings!",1
"Everything always tastes great at Byblos. The short rib kebab was definitely the highlight this time around, but we did order the gem lettuce salad for the second time. A note about the tuna tartare: it is more watermelon than tuna, so if you don't mind that, it's still tasty. The drinks were solid, and the desserts were great. A seasonal rotation of ice cream/sorbet flavours is always tempting, and worth asking about! The service is friendly and helpful, and the checking in on the table happens every now and then, whether that's simply to see how things are going or to clear small plates. The interior upstairs is very intimate with the booth seating, and is definitely suitable for a small group of people to share plates together. I would return again once the menu has changed up a bit to see what else they can do!
","Great food at Byblos. Highlight was the short rib kebab. Tuna tartare has more watermelon, but still tasty. Solid drinks and great desserts. Intimate vibe with friendly service. Would return to try new menu items.",1
"I ordered the octopus, lentil pide, short rib shish kebab, and baklava.

Octpus was great. the sauce was spicy and flavorful. the octopus was moist.

lentil pide was quite good also. it was served very hot. the fresh warm flat bread went great with the delicious lentils tucked inside.

the shish kebab was recommended by the server but was very disappointing. it didn't seem very traditional, and the flavor really fell flat. it lacked the spices that the other dishes had.

the baklava might be an even bigger disappointment. Again i asked the server what to expect and they said nice things about it. Unfortunately the flavors seemed flat and not what i would expect from other baklava i've had. it became a trial to get through it and i honestly didn't bother to finish it.

service was fine, though the recommendations were not great, and ambiance was pretty nice. i was expecting more from the food.","Octopus was great—spicy and moist. Lentil pide was hot and delicious with warm flatbread. Shish kebab was disappointing—lacked traditional flavors. Baklava fell flat, not what I expected. Service was fine, but recommendations missed the mark. Nice ambiance, but food was underwhelming.",1
"I came here for my parents anniversary dinner. I have mixed reviews about this place. The food was good, for the most part, but it was too expensive, it was too dimly lit, one of the waiters really didn't know anything about the food he was serving to us, and our waitress was pretty sneaky. One thing that bothered me was that the waitress would insist on getting us almonds as if they were complementary (we did not ask or want almonds) but would go ahead and add it to our bill. I know the goal is to up sell, but it would be better if she asked if we wanted an ""appetizer of almonds"" rather than insist on getting us almonds really quickly while we wait for the other food.

What we ordered:
1. Sujuk bread: 9/0, this was amazing
2. Fig salad: 10/10. My whole family loved this and my mom went on to make this salad at home.
3. Sabzi rice : 4/10. I really didn't like this one. Maybe because this was a Persian style rice that I already eat at home and had high expectations for.
4. crispy couscous: 5/10. The first bite was good but then it got TOO salty as we got to the centre of the couscous. Would not recommend at all.
5. Shoulder of Lamb (shawarma style): 8/10 this was really good
6. lamb rack: 7/10. This was ok
7. crispy quatayef: 7/10. This was ok","Mixed feelings. Good food but too pricey. Loved the Sujuk bread (9/10) and Fig salad (10/10). Shoulder of Lamb was tasty (8/10). Dim lighting and unhelpful waiter. Sneaky upsell on almonds was annoying. Wouldn't recommend the crispy couscous (5/10). Overall, not sure if I'd return.",1
"First impression of the menu: cheap considering its location and reputation. Portion was generous too.

There's not many tables but you can sit at the bar (we made online reservations, which was easy to get).
The place is noisy, casual, and a little bit upscale. Their menus are made to share so that's a big plus.

Complimentary cheese bun: very cheesy!
Fries: skip it. McDonald's are better.
Burger: delicious! The very well grilled piece of Beaufort cheese elevates this burger to another level. It comes cooked medium (wished I asked for well done).
Iceberg wedge: very unique and the chive sauce tastes like Lays sour cream & chives chips. Big portion too.
Octopus carpaccio: delicious sauce and oil but not worth the price for the few thin slices of octopus.
Famous lemon meringue: we were too full to order it. Next time!","Good first impression. Cheap prices for the location. Generous portions. Noisy, casual vibe with an upscale touch. Easy online reservations. Complimentary cheesy bun is a hit! Skip the fries. Burger is delicious with Beaufort cheese. Unique iceberg wedge with tasty chive sauce. Octopus carpaccio is tasty but pricey for the portion. Will try the lemon meringue next time!",1
"Aloette is a must-visit destination for foodies and is sure to delight your taste buds. Its fine dining sister-restaurant ALO upstairs has always been one of the most sought after reservations in Toronto and Aloette upholds a similarly high standard for the food they serve in a more casual diner setting.

The Aloette Burger is a showstopper that is sure to leave you craving for more. The thick melty patty of beaufort cheese that tops a perfectly medium-rare beef burger is what sets it apart. The rest of the burger however keeps things dignified with lettuce and onions. Perfectly executed, without trying too hard.

You'll probably be pretty well fed after their loaf of cheddar brioche bread on top of whatever you ordered (everything sure to be good), but don't leave without having their Lemon Meringue Pie. It is a perfect blend of sweetness and tanginess that will take your taste buds over the top.

Not surprisingly Aloette is listed in the Michelin guide and ALO is honoured with a star, but any local will tell you that they were one of our favourites long before Michelin decided to pay a visit to Toronto.",Must-visit for foodies. Casual vibe with fine dining quality. Aloette Burger is amazing with melty beaufort cheese and perfect medium-rare beef. Cheddar brioche bread is a great start. Don’t miss the Lemon Meringue Pie—perfectly sweet and tangy. Michelin recognized but loved by locals first.,1
"The best meal I had on my visit to Toronto. The staff here does a good job at keeping some tables open for walk in, which is always appreciated. We did call to make a reservation - impression at first walk in - it's an upsaclediner feel, which is what they're going for. Aloette is from the same group as Alo, started by Michelin-starred chef Patrick Kriss in 2015.

When we walked in, I didn't realize we had made a reservation at the bar (it's a diner top) and since we were celebrating an early birthday meal, we opted to sit in a booth and were told we had a time limit. That said, we got to looking at the menu and it's pretty tight so we made some choices. My sister who I was with has a dairy allergy and they were so great, they even let us try the scallop sauce - which was a koji butter.

I love French food and I love diner food, and I wasn't expecting asian fusion! Our waitress Lee was AMAZING - she knew we had the time constraint so she got us ordering. The complimentary bread service is ALWAYS appreciated, and I liked the cheesy bread.

We shared for the starters: The 'Nduja Stuffed Olive Skewer - which has adouli sausage and halloumi, sourdough, chimichurri, omg it was such a delicious little bite; East Coast Oysters with tiger's milk mignonette (bury me in this mignonette); Salmon Tartare on shiso leaf, nori aioli, dashi pearl (it was the least favorite dish); and the Octopus Carpaccio - romesco, almond, cherry tomato. I will never forget this Octopus Carpaccio, the romesco with the almond gave it a flavor of salsa macha and I was literally licking the plate.

Then for entree, I got the Aloette Burger with the cheese on the side (it is a HEAVY burger, and I actually liked that the cheese was on the side). The waitress was so great and veered me away from the tempting Wagyu Truffle Burger -- you have to work up to the heaviness. The other disappointing item - the fries. If you are going to charge $10 for a side of fries, they better be amazing. They tasted almost stale, but no matter bc everything else was amazing. My sister got a half portion of the Aloette Fried Chicken, and I was upset how good this was. We were poo-pooing the idea of ordering this because it was asian fusion: yuzu honey, takuan, hot sauce, bibb lettuce - but the hot sauce, a homemade buffalo-esque was amazing.

Now their wine menu, I was expecting a lot of natural wine, but it was tight. They do have organic wines here but the glass of Beaujolais was average, and I LOVE Beaujolais.

The pi�ce de r�sistance is the Lemon Meringue Pie -- it's $15 a slice which is a STEAL. This pie is like crack. We obsessed over every single bite -- I can't tell you how good this is. Fluffy meringue, and crisp acid lemon and a delightful graham cracker bite. We loved it so much, we even got one to go. And I will tell you, it was just as good at home!

They do brunch and are open for lunch on Fridays. I loved this restaurant, it was higher end food but not the fluff with the diner feel. The staff was so kind and they have a cutie bathroom down the stairs that felt really high end!","Best meal in Toronto! Great staff and open for walk-ins. Upscale diner vibe. Amazing 'Nduja Stuffed Olive Skewer and unforgettable Octopus Carpaccio. Aloette Burger was heavy but good; disappointing fries. Loved the Lemon Meringue Pie, a must-try! Kind service and unique atmosphere. Highly recommend!",1
"So after hearing all about it, we went there this past week and were fairly disappointed.
We were received with a lot of warmth and the service was no doubt impeccable.
But the food was a disappointment. We have had much better French cuisine before.
The speciality drinks were just ehhh! The O&O - I didn't order a second drink.
The broccoli, which was recommended by the server, was so heavy. Maybe because it was deep fried. The carpaccio was average. The scallops were ok as well. The agnolotti wasn't bad.
The best item was the tuna tartar.
Even the bread tasted slightly burned and salty.
Sorry to say, I Just wasn't impressed much.
Will I go there again? -probably not. Will try some other place.
Even the dessert was not good. The hazelnut cake was dry. Maybe it just wasn't their day.",Disappointed overall. Warm welcome and impeccable service. Food didn't impress; had better French cuisine. Specialty drinks were lackluster. Best dish was the tuna tartar. Broccoli was heavy and deep-fried. Carpaccio and scallops were average. Agnolotti was decent. Bread was burned and salty. Dry hazelnut cake for dessert. Probably won't return.,1
"My group of friends and I went to this restaurant with high expectations. The service was well done with complimentary coat check. Our table had four people and we ordered the special roasted pork with foie gras, cornish hen, organic salmon, scallop tostada, beef tartare, fried smelts, a bottle of cava, aperol spritz and ""the fresh number"" cocktail.

We started our night on a high note with the aperol spritz (not on the menu but you can order it) and ""the fresh number"" cocktail. ""The fresh number"" was not as good and was watered down. We followed with the starters which included scallop tostada, beef tartare and fried smelts. Our waitress helped us with this selection but we found them not as good as she described. The scallop tostadas come in a set of 3 and was pretty saucy. The beef tartare was also loaded with sauce so it tasted more like a burger with big mac sauce. And the fried smelts were pretty well seasoned and were topped with deep fried jalape�o pieces.

For our mains, two of us shared the special, which was the foie gras roasted pork (a favourite of our waitress). The pork chop was a fairly large piece and is shareable but it was greasy and fatty. There were no sides to accompany this dish. The organic salmon which was cooked well but not mind blowing in any way. And the cornish hen which was also fairly greasy and heavy and it was accompanied by mushrooms, spinach and a fried egg.

We ended our meal with a bottle of cava which was a nice way to end the night.

From what we ordered the best dishes included the scallop tostada, fried smelts and the cornish hen.

Our bill came out to around ~300, which we felt was a bit pricey for the quality of the food we ate. It was definitely not worth the hype.","High expectations, but underwhelming food. Good service with coat check. Best dishes were scallop tostada, fried smelts, and cornish hen. Cocktails were hit or miss. Pork was greasy, salmon was average. Pricey bill around $300, not worth the hype.",1
"Absolutely delicious! In Toronto for the weekend and so glad we kept checking for reservations. Scored a spot at the bar and was able to sit in the front window. A great way to also watch people on the street.

Things start out with a tasty little amuse bouche - a bit sized cheese bread with jalape�o (I missed the actual description). I wasn't thrilled to order a ""chopped salad"" but this isn't you're average chop - its full of fresh flavor and truly unique. The spicy ceviche was also a top choice since it truly different from any ceviche I've ever had. Certainly no complaints about the truffle gnudi or chickpea fritter either.

Service was incredibly welcoming and walked us through each dish. Will definitely make a stop back on my next trip to try more dishes.",Absolutely delicious! Great vibe at the bar with a window view. Tasty amuse bouche with cheese bread and jalapeño. Unique and flavorful chopped salad. Spicy ceviche is a must-try. Loved the truffle gnudi and chickpea fritter. Welcoming service. Will return for more dishes!,1
"One of my favourite restaurants in Toronto! I've come here a couple times and they nail everything from the food to service, all in a cozy casual atmosphere.

You really can't go wrong with any of their dishes, though there are some standouts for sure including the chopped salad, spicy ceviche, korean inspired burger, chickpea fritter, brussel sprouts, and sticky bun. But really everything is great. On our latest trip I went with a big group and Rasa was super accommodating to every dietary restriction (thanks Paige and Ken!) and everyone was super happy with our dinner.

The food itself is not pretentious at all which I really love - it's simple, quality ingredients, which have been truly elevated. Everything you eat pops with flavours and they do a beautiful job harmonizing different types of flavours together to create explosiveness in every bite.

Can't wait to come back here!","One of my favorites in Toronto! Cozy vibe. Great service. Standout dishes: chopped salad, spicy ceviche, Korean burger, chickpea fritter, brussel sprouts, sticky bun. Simple, high-quality ingredients with explosive flavors. Super accommodating for dietary restrictions. Can't wait to return!",1
