User Input,sentiment,Restaurant,Link,Output Reviews,Context Augmentation,Comment
Great experience! Cozy atmosphere. Flavorful grilled meats and tasty sides. Friendly and attentive staff. Small wait for food. Definitely coming back!,positive,Gyubee (Bloor),https://www.tripadvisor.com/Restaurant_Review-g155019-d13148661-Reviews-Gyubee-Toronto_Ontario.html,"Gyebee is one of those places that feels both relaxed and vibrant all at once. As soon as you step inside, the tempting smell from the grill pulls you in for their all-you-can-eat goodies. The meats are a highlight, especially the brisket and kalbi. They’re the perfect combo of soft and tasty. Pair these with the flavorful sides, and it’s a meal that hits the spot. The folks working here are super friendly—always around when you need something but not hovering. Sure, we had to wait a bit for some plates because the spot is buzzing, but the freshness makes it worthwhile. With its buzzing vibe, it’s an ideal spot to celebrate with friends or family. Can’t wait to swing by again for more delicious bites.",5,
"Nice service and friendly staff. Good variety of well-marinated beef. Seasonal pumpkin soup is really good. Seafood could be better. Overall, a nice spot to hang out with friends.",positive,Gyubee (Bloor),https://www.tripadvisor.com/Restaurant_Review-g155019-d13148661-Reviews-Gyubee-Toronto_Ontario.html,"Gyebee is such a lively place to grab a meal! The atmosphere is really warm and inviting, with friendly staff that make sure you're well taken care of. Trying their beef is a must, especially since they have so many cuts to choose from, all marinated to perfection. Cooking it right at the table is a fun twist!

A standout for me was their seasonal pumpkin soup—so rich and comforting. It was perfect for catching up with friends in a cozy setting. The seafood lagged behind the beef, though; it wasn't quite as good.

Even with the crowd, Gyebee feels like an awesome spot to chill and enjoy great company. Every bite was worth it!
```",5,
One of my favorite Japanese grills. Clean and welcoming. Lively atmosphere. Quick and orderly service. Tender meat with fine cuts. Fair prices. Great location.,positive,Gyubee (Bloor),https://www.tripadvisor.com/Restaurant_Review-g155019-d13148661-Reviews-Gyubee-Toronto_Ontario.html,"Gyebee has shot to the top of my list of Japanese grills in Toronto. Walking in, it's bright and lively, instantly pulling you into the vibe. Service is lightning-fast, and the team is attentive, making sure you have what you need without hovering. Love their all-you-can-eat barbecue – you get so many meat options. The steak is a hit, super tender, and the brisket shines with rich flavor inside and out. Prices are reasonable, especially being so close to St. George station. It's more than just grabbing a bite—you're diving into an exciting food journey, making it ideal for catching up with friends or just treating yourself.",5,
All-you-can-eat for 2 hours! Delicious food. Loved the soy marinated dishes. Great chicken thighs. Ajillo had a fantastic spicy kick. The table sauce elevated every bite. Highly recommend for value and taste!,positive,Gyubee (Bloor),https://www.tripadvisor.com/Restaurant_Review-g155019-d13148661-Reviews-Gyubee-Toronto_Ontario.html,"Gyebee's all-you-can-eat BBQ is a dream for anyone who loves Japanese and Asian-style dishes. I was really into their soy-marinated selections; they tasted savory with each bite. The chicken thighs were tender and nicely grilled, a real treat! 

The standout for me was the Ajillo—it had a spicy surprise that really mixed up the flavors. The table sauce did wonders by bringing out the flavors of the meat, especially enhancing the taste of the fish.

With all of this going on, I totally think Gyebee is worth it for both the price and the taste. Plus, the part where you get to cook your meal at your own speed made the whole thing fun and different from your standard eating-out spot.",5,
"Frustrating experience. Misleading wait times—told 60 min, waited 2 hours, then 20 more. Staff was impatient and dismissive. Felt unwelcoming. Wasted time; hesitant to return. Be ready for delays and confusion with the waitlist.",negative,Gyubee (Bloor),https://www.tripadvisor.com/Restaurant_Review-g155019-d13148661-Reviews-Gyubee-Toronto_Ontario.html,"I was pumped to finally check out Gyubee for some all-you-can-eat BBQ. But the experience was a letdown. When we got there, they said it'd be an hour wait. Instead, we stood around for more than two hours only to hear we needed to sit tight for another 20 minutes. The staff didn't help—seemed like they were tired of our questions, which made the place feel cold. The whole thing left a sour taste, so I didn't get to dig into their famous prime steak or garlic shrimp. Lost hours on a night I was really looking forward to, so not itching to go back. Heads up: make sure you book waaay in advance and be ready for messy wait times if you head there during peak hours.",3,Unnecessary mention of some specific dishes as the user input doesn’t say anything about food.
First time trying soft shell crab and it was delicious. Loved everything we ordered. Refreshing pandan cloud drink was a highlight. Can't wait to go back!,positive,Dear Saigon,https://dearsaigon.com/,"Trying Dear Saigon’s food felt like discovering a new taste universe. Soft shell crab was the star, crisp outside and tender inside. You could tell every dish was crafted with a love for Vietnamese tradition. Each meal felt handpicked to bring out cozy, hearty flavors. Then there was the pandan cloud drink, a refreshing standout with its soothing aroma – just the right touch next to our meal variety. They’ve really bottled up Saigon’s spirit in their brew and vibe here. I’m already plotting my next visit!",5,
Delicious food. Beautiful restaurant design. Fantastic service. Highly recommend for Vietnamese food lovers.,positive,Dear Saigon,https://dearsaigon.com/,"Walking into Dear Saigon, it was like a slice of Vietnam came with the decor and the coziness. If you enjoy Vietnamese food, this place is a gem. The Pho's bone broth tasted incredibly rich and comforting, like it's been loved in the pot for hours. These flavors truly hit the spot. The folks working there know their stuff—they're eager to answer all your questions and make sure everything's just like you want it. Whether it's the comforting satay noodles or the mix of appetizers for sharing, the food always brought a smile. Dear Saigon is all about keeping it real with traditional tastes, and I’d suggest giving it a go if you’re into authentic Vietnamese eats.",5,
"Tasty food, but flan served in a takeout box was disappointing. Presentation didn’t match the pretty pictures. Underwhelming experience.",negative,Dear Saigon,https://dearsaigon.com/,"When I ate at Dear Saigon, things were a bit mixed. The Pho noodle soup was amazing, rich, and flavorful—it's like being transported to Saigon just through taste. But then dessert happened. I went for the flan, hoping for something as impressive as their Vietnamese coffee. Instead, it showed up in a simple takeout box—kind of a letdown. Dear Saigon seems to pour their energy into the main dishes, and it shows, but that kind of care missing from dessert presentation was a bummer. It left an off note at the end of what could’ve been a top-notch meal.",5,
Go-to spot on campus. Big portions. Affordable two pho bowl special with a friend. Worth checking out for UofT students.,positive,Dear Saigon,https://dearsaigon.com/,"Dear Saigon is my new favorite spot by the University of Toronto, especially for its Vietnamese dishes that hit the spot. They've got this pho deal where you can share two big bowls with a friend, and it won't break the bank. The soup itself is rich and tasty, clearly showing they put the hours in with that long-cooked broth. Being right next to campus, it's a win for us students who crave decent meals without overspending. The interior even manages to feel like a little slice of Saigon's history—cozy, familiar, and just right for winding down. If you're studying at UofT and need some good comfort food, give Dear Saigon a try.",5,
"Rarely leave reviews, but the Grilled Chicken and Pork Chop are top-notch! Best I've had at a Vietnamese restaurant. The Coconut Pandan Latte was also tasty with perfect sweetness.",positive,Dear Saigon,https://dearsaigon.com/,"I'm not one to leave reviews often, but Dear Saigon changed that. The Grilled Chicken and Pork Chop were so juicy and flavorful, they really made me enjoy every bite and set a new standard for Vietnamese food. I sipped on a Coconut Pandan Latte as well, and its mild sweetness was just the perfect match to the spice of my meal. This spot nails the authentic Vietnamese tastes I’ve been looking for. Each time I go, I feel welcomed and like I’m getting a little taste of Saigon’s finest dishes. If you want real flavors that make you feel right at home, this is the place to be.",5,
Decent pasta for a quick lunch. Attentive service. Fair food overall. Recommended for a work break instead of food court options.,positive,Mercatto,https://www.tripadvisor.com/Restaurant_Review-g155019-d1465512-Reviews-Mercatto-Toronto_Ontario.html,"Eating at Mercatto turned my quick lunch into a nice little break. The pasta felt like a cozy meal, just right for when I’m in a hurry. The staff were really on point - they were fast but still managed to make me feel looked after. I loved the convenience of grabbing a spot outdoors, breathing in fresh city air while snacking on something better than the usual food court options. The location in Toronto’s MaRS District is great for that. Even though the food was just okay, it was a step above other places that tend to disappoint. The wide range of wines caught my eye, and I promised myself I’d return after work to try them! If you find yourself in the area, Mercatto is a spot that makes lunch more than just grabbing a bite.",5,
Nice atmosphere. Great customer service. Diverse menu with decent portions. Busy location during work week. Not great for drivers due to parking issues. Good for office lunches and team gatherings.,positive,Mercatto,https://www.tripadvisor.com/Restaurant_Review-g155019-d1465512-Reviews-Mercatto-Toronto_Ontario.html,"As I stepped into Mercatto, right downtown in Toronto, I was immediately immersed in a lively scene. The place bustled with happy conversations, making it feel especially welcoming. Even with the crowd, the staff was attentive and quick to suggest tasty options with genuine smiles. 

The menu offers a range of tempting dishes; I was especially impressed with my Pappardelle covered in a luxuriously braised red wine sauce. Portions hit the sweet spot, just enough to keep some space for more. At midday, the restaurant is bustling, full of professionals enjoying a nice break. A quick tip if you're planning to visit: finding parking can be a bit of a quest. All in all, Mercatto beautifully combines great food with a lively vibe, turning it into a spot you'll want to keep returning to.",3,Too much details of Pappardelle while the user didn’t mention it.
First visit and I love this place. Great food. Kind server. Cool outdoor patio with shade and big trees. Nice atmosphere.,positive,Mercatto,https://www.tripadvisor.com/Restaurant_Review-g155019-d1465512-Reviews-Mercatto-Toronto_Ontario.html,"I checked out Mercatto for the first time and was won over by their incredible Italian dishes. I had the pappardelle with red wine-braised ragu, and it was packed with amazing taste. The flavors worked perfectly with the wine they recommended, making dinner so satisfying. Our server was super nice and really made the meal special.

Sitting outside under the lovely big trees felt amazing—like finding a little cool spot in the city. From the get-go, the lively yet chill vibe grabbed my attention. It's such a perfect place if you want good food and genuine hospitality.",5,
"Wonderful dinner experience. Knowledgeable and prompt server, Damian. Quick service—appetizer, dinner, and dessert in under 50 minutes. Outstanding food!",positive,Mercatto,https://www.tripadvisor.com/Restaurant_Review-g155019-d1465512-Reviews-Mercatto-Toronto_Ontario.html,"Even though it was a busy evening, Mercatto did not disappoint. Damian, our server, is worth mentioning because he knew the menu inside-out and made everything sound mouthwatering. Our meals arrived comfortably quickly, all without any sense of haste. 

The food? Incredible. The Margherita pizza hit the sweet spot with its fresh mozzarella, fragrant basil, and crispy yet doughy crust—understandable why everyone raves about it. The gnocchi was another contender for the star dish; soft and creamy with a sauce my heart settled right into. For dessert, I was over the moon, each bite an explosion of satisfying flavors.

In less than sixty minutes, we left not just fed, but truly happy. Fast yet easy-going service paired with food that I won't soon forget made this a night to remember.",5,
"Disappointing experience. Mains took too long and were just warm. Some dishes tasted old, like they were microwaved. Drinks were bland. Appetizers were good—crispy calamari and tasty fries with truffle crema. Service was poor; our server ignored us and didn’t check in. Would not recommend or return.",negative,Mercatto,https://www.tripadvisor.com/Restaurant_Review-g155019-d1465512-Reviews-Mercatto-Toronto_Ontario.html,"My latest outing to Mercatto was underwhelming. After what felt like an unnecessary wait, my mains showed up lukewarm, almost like they'd been reheated quickly. The gnocchi and pappardelle didn't shine, and the ragu lacked flavor. But the starters were a saving grace. The crispy calamari nailed it with its spot-on texture and zingy red pepper sauce, and the truffle fries showed glimpses of good cooking.

The biggest flop was the service. Our server disappeared after jotting down our order, never to check on us again. Pair that with tasteless drinks and it cranked up the annoyance. Even with Mercatto’s nice spot and varied menu, it's not calling me back for a return visit anytime soon.",5,
"Classic southern BBQ vibe. Shared 6 rib dinner with fries, coleslaw, and pickles. Ribs were smoky and tender, but a bit dry without sauce. Fries were crispy. Not my style of ribs, but would recommend for smoky BBQ lovers.",Negative,Pig Out BBQ,https://www.tripadvisor.com/Restaurant_Review-g155019-d7076257-Reviews-Pig_Out_Bbq-Toronto_Ontario.html,"Pig Out BBQ gives off a relaxed, southern-style vibe with its barbecue. I split a six-rib platter with friends, which came alongside fries, coleslaw, and pickles, offering a nice mix of flavors. The ribs had a nice smoky flavor, but were a bit dry without sauce, which might not suit everyone’s taste. If you’re into that deep, smoked BBQ essence, though, you’d likely enjoy these. The fries deserve a mention too – super crispy and well-seasoned, making them a solid side. Space inside is cozy, but the friendly staff makes you feel right at home. While my taste in ribs leans towards juicier cuts, I’d still recommend giving Pig Out BBQ a shot, especially if you’re all about that smoky, low-and-slow-cooked charm.",5,
"Great BBQ spot. Ordered the Jr. Pig Out Platter for $46.95 - tons of food for 2-3 people. Loved the tender, flavorful brisket and ribs. Wings were just okay, could use more sauce. Mac n cheese and sweet potato fries were very good. Highly recommend!",Positive,Pig Out BBQ,https://www.tripadvisor.com/Restaurant_Review-g155019-d7076257-Reviews-Pig_Out_Bbq-Toronto_Ontario.html,"Eating at Pig Out BBQ was fantastic. I ordered the Jr. Pig Out Platter for $46.95—it’s huge and perfect for sharing with 2-3 people. The brisket was super tender with a smoky flavor that was just right. The ribs practically fell off the bone and were incredibly tasty.

The wings were okay, but they could use more sauce for extra flavor. The sides made up for it, though. The mac 'n' cheese was wonderfully cheesy and comforting, and the sweet potato fries were both crispy and sweet. The staff was really friendly, greeting me warmly as soon as I arrived. If you're a BBQ fan, you've got to check this place out for its big, hearty flavors!",5,
"BBQ was average. Meat a bit dry and lacking flavor. Brisket cut with the grain. Ribs were just okay. Mac and cheese decent, not Velveeta. Friendly staff.",Negative,Pig Out BBQ,https://www.tripadvisor.com/Restaurant_Review-g155019-d7076257-Reviews-Pig_Out_Bbq-Toronto_Ontario.html,"Walking into Pig Out BBQ, I was hit with a mouthwatering smell, but the meal wasn't as exciting. The ribs, which I'd expected to be the highlight, missed the rich, smoky taste I love and were a bit dry. Also, the brisket was tough because it was sliced wrong. On a better note, the mac and cheese tasted homemade which was delightful. The standout, though, was the staff. They were so welcoming and easy-going, really brightening up the experience. While the food didn't wow me, the friendly atmosphere and staff made the visit pleasant. I might try again next time, hoping they nail the BBQ flavors.",5,
"Great BBQ spot at UofT. Perfect for students. Loved the Pig Out Platter—huge and satisfying with ribs, wings, and brisket. Good for sharing (serves 4-5). Also try the Piglet Platter, smaller but still filling. Highly recommend!",Postive,Pig Out BBQ,https://www.tripadvisor.com/Restaurant_Review-g155019-d7076257-Reviews-Pig_Out_Bbq-Toronto_Ontario.html,"Pig Out BBQ near UofT is perfect for students who want tasty meals without breaking the bank. I grabbed the Pig Out Platter, and it didn’t leave anything to be desired. Loaded with tender ribs, wings dripping with flavor, and savory brisket, the dish’s big portions easily fill up four or five. It’s a barbecue dream, giving Southern tastes right in Toronto.

If you’re palate’s calling for a smaller bite, the Piglet Platter satisfies all the same. It’s not any less tasty, just a bit less to handle. With its relaxed vibe, the place is great for an easygoing hangout. Although prices are slightly higher than typical student joints, the food's super flavor and the warm, friendly team truly make it worth it. Definitely a must-try for anyone with a true barbecue itch.",5,
"Delicious beef brisket sandwich! Tender and flavorful, though a bit fatty. Wings are juicy with great garlic flavor. Ribs weren't my favorite. Don't be fooled by the exterior; the interior is spacious and nicely renovated.",Postive,Pig Out BBQ,https://www.tripadvisor.com/Restaurant_Review-g155019-d7076257-Reviews-Pig_Out_Bbq-Toronto_Ontario.html,"I was excited to visit Pig Out BBQ for their BBQ staples and left craving more of that beef brisket sandwich. The brisket was perfectly tender, with a lovely smokey touch—I didn’t mind the bit of fat, it made it all the more authentic. Their wings were juicy, with just enough garlic to keep each bite interesting. The ribs weren’t my top pick, but they showed they knew their seasoning well. From the outside, it looked unassuming, but inside, it’s surprisingly roomy and has a freshly renovated charm. It’s a perfect spot to hang out with friends, filled with messy, delicious moments!",5,
Fantastic start with crispy focaccia and creamy burrata. Loved the Mafalde Ai Funghi for its creamy taste and the rich ragu in Casarecce Al Ragu. Excellent service and always full water glass. Nice quiet atmosphere on a Thursday.,Positive,Gusto 101,https://www.tripadvisor.com/Restaurant_Review-g155019-d3155296-Reviews-Gusto_101-Toronto_Ontario.html,"When I stepped into Gusto 101, I kicked things off with their crispy focaccia and creamy burrata—a great start, for sure. Out of everything, the Mafalde ai Funghi really hit the spot. The pasta was smothered in this amazing truffle cream with mushrooms—definitely had me wanting more. The Casarecce Al Ragu wasn't too shabby either; it had those rich, comforting flavors in every bite.

The service was spot on. My server kept my water topped up and took care of everything we needed without any fuss. For all the talk about Gusto 101 being busy, we got lucky with a peaceful Thursday night. My friend and I enjoyed a relaxed time there with both the food and setting being simply fantastic for our visit.",5,
"Best Mafalde Ai Funghi ever! Love the truffle and mushroom blend. Great service, attentive staff, and classy vibe. Perfect for photos and intimate dining.",Positive,Gusto 101,https://www.tripadvisor.com/Restaurant_Review-g155019-d3155296-Reviews-Gusto_101-Toronto_Ontario.html,"Tasting the Mafalde Ai Funghi at Gusto 101 was a pleasure. The truffle cream sauce melted smoothly over the pasta, while the mix of portobello, porcini, and oyster mushrooms gave it a deep, earthy taste. The team there was fantastic – they kept my glass topped up and were super helpful with suggestions. 

The place itself had a modern feel with an industrial edge, with a lively atmosphere that adds to the overall vibe. The lighting was just right, creating a warm glow that made me want to capture every moment. It's a place where you don't just come for the amazing Italian food but also to soak in a bit of everything. Great spot for an intimate evening out.",5,
"Nice location with a fun vibe. Good starters like calamari and arancini. Fresh pizza toppings but too oily. Pasta leaves me feeling bloated. Service started strong but faded. Great for drinks and light snacks, but not wow'd by the food.",Negative,Gusto 101,https://www.tripadvisor.com/Restaurant_Review-g155019-d3155296-Reviews-Gusto_101-Toronto_Ontario.html,"Gusto 101 is a buzzing spot in Old Toronto, great for hanging out. As soon as I stepped in, I could feel the lively energy. The calamari and arancini were crispy and tasty—awesome starters. The Diavola Pizza looked promising but turned out a bit greasy, falling short of expectations. The pasta was tempting, though it felt heavier than expected. The bar was a hit, full of choices, making it perfect for a night out with friends. The service started strong but got slower as time went on. While it's a fantastic place for drinks and chatting, the food didn't quite impress as much. Still, the fun vibe and good company bring us back to enjoy some light snacks and laughs.",5,
"Best happy hour deals downtown, but recently changed to a higher-priced set menu. Food is really good, especially the mushroom pasta. Nice summer patio. Quick and friendly service. Recommended for a nice Italian meal.",Positive,Gusto 101,https://www.tripadvisor.com/Restaurant_Review-g155019-d3155296-Reviews-Gusto_101-Toronto_Ontario.html,"I swung by Gusto 101 for a bit of Italian magic. The happy hour buzz had me curious. Sure, prices have gone up, but their truffle mushroom pasta was a win—deliciously rich. The staff was on their game, serving us quickly even with the buzz around. The summer patio was a sweet bonus, letting me enjoy the meal under the open sky. I loved the industrial decor; it somehow felt both trendy and cozy at the same time. It's a great pick for anything from a date night to a treat-yourself meal. Spotting a table without a wait can be tough, so booking ahead is wise. It’s right in downtown Toronto, super convenient for an Italian fix.",5,
"One of my favorite Italian spots in Toronto. Amazing Mafalde al Funghi with rich umami. Tried Cavatelli alla Calabrese this time, also tasty. Great vibes for catching up with friends. Spacious covered rooftop and cozy indoor area. Music is just right for conversation. Friendly servers. Highly recommend!",Positive,Gusto 101,https://www.tripadvisor.com/Restaurant_Review-g155019-d3155296-Reviews-Gusto_101-Toronto_Ontario.html,"Gusto 101 is where I often head for a taste of Italy in Toronto. Tasting their Mafalde ai Funghi again took me right back — it's rich in mushrooms and has this incredible silky truffle cream, just bursting with flavor. I also tried the Cavatelli alla Calabrese, and its nice kick of heat balanced all those intense savory notes beautifully.

The setting is perfect for a casual meet-up—warm and buzzing without overwhelming you. Sitting on the roomy, glass-covered rooftop feels like you’re in a playful garden. The background music sets just the right mood for chatting.

Our waitstaff were genuinely friendly, checking on us just the right amount. Whether you’re craving great food or just love a cool, relaxed hangout, head over to Gusto 101.",5,
"Wow, incredible experience! Courteous and attentive staff. Amazing food, especially the staples. Lychee martini is a must! They even accommodated my dog’s leftovers. Beautiful new space. Will definitely return!",Positive,Lee,https://www.tripadvisor.com/Restaurant_Review-g155019-d951990-Reviews-Lee_Restaurant-Toronto_Ontario.html,"I had a fantastic time at Lee. As soon as I stepped inside, the friendly staff made me feel right at home. The restaurant looks amazing with its stylish decor. Flipping through the menu was exciting, and the food did not disappoint! I especially loved the Singapore Slaw—what a tasty mix of flavors! The Lychee Martini was so refreshing and went perfectly with the meal. They even kindly wrapped up my pup’s leftovers to take home, which added a nice personal touch. Everything about the place, from the people to the plates, just clicked for me. I’ll definitely be back soon!",5,
Fabulous anniversary dinner. Great service. Loved the famous coleslaw with 24 ingredients - refreshing and large portion. Tuna tartare was rich and delicious. Chef Susur's passion shines through. Highly recommend!,Positive,Lee,https://www.tripadvisor.com/Restaurant_Review-g155019-d951990-Reviews-Lee_Restaurant-Toronto_Ontario.html,":
We celebrated our anniversary dinner at Lee with a warm reception and outstanding service that made the evening wonderful. The Singapore Slaw stood out with its mix of 24 fresh ingredients—tasty and very refreshing. The tuna tartare was also a hit, offering rich flavors and elegant plating. Chef Susur Lee’s creativity shines through, blending Southeast Asian and French flavors beautifully across the menu. Every dish reflected thoughtful preparation, making the meal truly memorable. The restaurant's lively yet cozy vibe added to our experience. Despite the crowd, the staff was attentive without hovering. If you’re thinking about going out for a special occasion, I highly recommend Lee. It’s the perfect spot to make your night unforgettable.",5,
"Nice atmosphere but not worth the price. Service was good but server was overly animated. Food looked better than it tasted—creativity didn't meet expectations. Quiet for conversation, but overall, it was just okay.",Negative,Lee,https://www.tripadvisor.com/Restaurant_Review-g155019-d951990-Reviews-Lee_Restaurant-Toronto_Ontario.html,"I visited Lee and was immediately drawn in by the pretty dishes, like their Singaporean slaw and the Top Chef Curry Roasted Chicken. It looked like art, but the flavors didn't quite impress. The cheeseburger spring rolls looked better than they tasted, and I wasn't too thrilled. The place itself is sleek, and during my visit, it was peacefully quiet—quite the opposite of the noisy weekends I'd heard about.  

The service was quick, with friendly, lively staff making the meal feel festive, although occasionally a bit much. Be prepared to spend a lot; the prices climb, and the taste doesn't always match the hype. Lee presented itself with flair and complexity, but it left me wanting more in culinary terms. It felt like an interesting night out, but not quite the thrilling feast I had hoped for.",3,"It tried to include specific dishes to augment user’s though about “Food looked better than it tasted”, but it just randomly picked dishes, which may lead to confusion."
"Best Asian restaurant ever! Amazing food with years of experience in every dish. Classy vibe, great for business meals or date nights. Chloe was a delightful server. Loved the ceviche, slaw, and cod. Mojito cart was a nice touch. Nothing else could compare afterwards.",Positive,Lee,https://www.tripadvisor.com/Restaurant_Review-g155019-d951990-Reviews-Lee_Restaurant-Toronto_Ontario.html,"I visited Lee, and wow, their Asian cuisine actually blew my mind. The first bite of ceviche was just bursting with fresh flavors, and that Singaporean-style slaw - so crisp and tangy. I’d never had anything like it before! The cod was perfectly cooked—juicy and full of seasoning. Plus, the whole place's vibe felt upscale but cozy. Perfect for business meetings or date nights. There's even this fantastic mojito cart floating around; the bartender makes drinks right at your table! Chloe took great care of us; she knew just about everything on the menu and made sure we were happy without being overbearing. The whole meal felt genuinely special, like one of those dining experiences that really leaves an impression. Lee stands out as a spot I’ll be dreaming about until my next visit.",5,
"Delicious meals every time. Standouts: Coleslaw, Sashimi, Salmon tartare, Cheeseburger Lettuce Wraps, Black Miso Cod, and Molton Lava Cake. Must try the Pani Puri with avocado crema. Warm, modern, upscale vibe. Beautiful private dining room with Japanese artwork. Consistently great service. Highly recommend!",Positive,Lee,https://www.tripadvisor.com/Restaurant_Review-g155019-d951990-Reviews-Lee_Restaurant-Toronto_Ontario.html,"I've been to Lee a few times, and each visit tops the last one. Their dishes hit the mark every time. The coleslaw stands out with its unique kick, fresh sashimi wows with its quality, and the salmon tartare offers a burst of flavor. They've got these lettuce-wrapped cheeseburgers that I love; the seasoning is just right, and the black miso cod is so tender, it’s incredible. And seriously, that molten lava cake? Heaven.

Out of all the creative food and drinks here, the Pani Puri with avocado crema is surprisingly good, blending flavors like a pro. The place feels lively and fancy, while still being cozy. If you get a private room, you’re in for something special, with beautiful Japanese art around.

The staff is fabulous—friendly and always on point, making sure your time at Lee is both enjoyable and tasty. Give it a try for a meal you’ll remember.",5,
Great vibe at Chubby's. Chill atmosphere with lo-fi music. Friendly and attentive staff. Loved the Curried Chick Peas & Plantain Hash (9/10) with great texture. The Medium Jerk Chicken was electrifying and juicy (10/10). Oxtail Stew was delicious and not heavy (8/10). Perfect lunch portion. Will definitely come back!,Positive,Chubby's Jamaican Kitchen,https://www.tripadvisor.com/Restaurant_Review-g155019-d13002288-Reviews-Chubby_s_Jamaican_Kitchen-Toronto_Ontario.html,"Walking into Chubby’s Jamaican Kitchen feels just like stepping onto a tropical beach. The gentle soundtracks in the background set a cool, laid-back vibe. Everyone there—servers and staff alike—was warm and made us feel right at home from the moment we walked in. The Curried Chick Peas & Plantain Hash was a real treat, with its mix of textures keeping each bite interesting; I'd rate it highly. As for the Medium Jerk Chicken, it was bursting with flavor and super juicy—absolutely spot-on! The Oxtail Stew didn’t disappoint either, offering a rich, balanced flavor without being too much. Portions are spot-on for lunch, leaving you full but not stuffed. Can't wait to go back soon!",5,
Best meal ever! Long wait but friendly service. Amazing Salt Fish Fritters. Juicy Medium Jerk Chicken is a must-try! Jerk Pork is great too. Loved the coconut rice and coleslaw. Friends enjoyed Curry Goat and Oxtail. Will return on my next trip!,Positive,Chubby's Jamaican Kitchen,https://www.tripadvisor.com/Restaurant_Review-g155019-d13002288-Reviews-Chubby_s_Jamaican_Kitchen-Toronto_Ontario.html,":
Wow, Chubby's Jamaican Kitchen was fantastic! The wait was pretty long, but the staff was so friendly that it made up for it. The place is decorated just like you’d imagine a little slice of Jamaica. We started with the Salt Fish Fritters, which were crispy and full of flavor—not your everyday dish. The Medium Jerk Chicken was amazing—juicy and just the right amount of spice. The Jerk Pork was incredibly soft and tasty too. Coconut rice added a nice, comforting touch, and the coleslaw was fresh and crunchy. Everyone at my table loved the Curry Goat and couldn’t stop talking about the tastiness of the Oxtail. It truly felt like eating in Jamaica. I can’t wait to go back and enjoy more of their incredible food!",5,
"Overpriced for jerk chicken. $25 for medium size, $7 extra for rice and peas. Quick service. Chicken was tender with good smoky flavor, but rice was dry. Coleslaw had nice crunch. Nice clean ambiance, but food didn't impress. Better Jamaican food exists.",Negative,Chubby's Jamaican Kitchen,https://www.tripadvisor.com/Restaurant_Review-g155019-d13002288-Reviews-Chubby_s_Jamaican_Kitchen-Toronto_Ontario.html,"Chubby's Jamaican Kitchen is lively with its tropical look and Caribbean music. I had mixed feelings after my recent visit. The jerk chicken was tender with a nice smoky taste but felt pricey at $25, especially since rice and peas were an extra $7. The service was quick, and the place was tidy, but the rice was dry and let the meal down a bit. The salad added a fresh, crunchy contrast and stood out. It's a great spot for hanging out with friends or trying their unique Honey Flora cocktail. However, I thought that given the prices, the meal didn't quite hit the mark, especially since there are other Jamaican spots that offer better flavors for what you pay.",4,"The mention of the cocktail is unnecessary, but it just appeared in the suggestion part."
"Delicious authentic Jamaican flavors. Standout curry goat with bold spices. Excellent service with great recommendations. Vibrant, laid-back atmosphere. Highly recommend for quality Jamaican cuisine!",Positive,Chubby's Jamaican Kitchen,https://www.tripadvisor.com/Restaurant_Review-g155019-d13002288-Reviews-Chubby_s_Jamaican_Kitchen-Toronto_Ontario.html,"Chubby's Jamaican Kitchen offered a delicious taste that transported me right to Jamaica. The curry goat was definitely the star—super flavorful with spices hitting just the right notes and the meat melting into the curry, making it something I keep craving. What I loved was how friendly and helpful the staff were—they knew their stuff and made great suggestions. The place had a relaxing island feel with colorful decor, and you could hear gentle island music softly playing, setting the perfect vibe. For anyone craving authentic Jamaican food, Chubby's is a must. I left with a happy heart and a fuller belly!",5,
"Great vibe at Chubby's. Friendly and efficient service. Flavor-packed curry chicken and tasty shrimp coconut curry. Honey jerk wings were a highlight! Pricey for portions, but left full. Would return in Toronto.",Positive,Chubby's Jamaican Kitchen,https://www.tripadvisor.com/Restaurant_Review-g155019-d13002288-Reviews-Chubby_s_Jamaican_Kitchen-Toronto_Ontario.html,"Walking into Chubby’s Jamaican Kitchen is like stepping right into the heart of the Caribbean. The place was lively and all about good vibes, prepping us for what turned out to be a memorable meal. Even with the hustle and bustle, the staff stayed cheerful and got us served pretty quickly.

Our taste buds went crazy over the curry chicken—it was packed with flavor and spice. The shrimp coconut curry wasn't far behind, blending creamy and spicy tastes just right. But those honey jerk wings took the cake with their crispy skin and sweet-spicy kick.

Sure, the menu's a bit on the pricier side, but we left happily stuffed, which says a lot about the food. Chubby’s in Toronto is somewhere I’d easily swing by again!",5,
